id,date,user,pc,activity
{E9U6-P1WW74FP-6664CNDQ},07/30/2010 14:43:49,MOH0273,PC-6699,Connect
{Z0P4-N7UW60BO-9410WIIR},07/30/2010 15:04:39,MOH0273,PC-6699,Disconnect
{H0M5-A5QQ52DD-0536ZEOA},07/30/2010 15:34:49,MOH0273,PC-6699,Connect
{S5Y2-M6LS35AH-0369CEYR},07/30/2010 15:43:09,MOH0273,PC-6699,Disconnect
{D2E0-S9QF25GK-2978KLDK},07/30/2010 16:39:02,MOH0273,PC-6699,Connect
{G2K5-W4CZ64BB-3633TGVM},07/30/2010 17:00:48,MOH0273,PC-6699,Disconnect
{T7Z3-M7HL49XE-6132LZUS},07/31/2010 08:44:15,MOH0273,PC-6699,Connect
{W8G9-H7OU11ZY-5844FCUT},07/31/2010 08:57:31,MOH0273,PC-6699,Disconnect
{P4C8-D1WA13BV-4143TWCK},07/31/2010 10:57:25,MOH0273,PC-6699,Connect
{E2W6-T9MC75QD-1613GPLO},07/31/2010 11:16:12,MOH0273,PC-6699,Disconnect
{O3T6-O7MF26GB-0768FYVM},07/31/2010 11:49:59,MOH0273,PC-6699,Connect
{R7N0-H9HL86HC-3703YSRS},07/31/2010 12:02:31,MOH0273,PC-6699,Disconnect
{W7I8-I3KC75XH-4421BKXB},07/31/2010 13:41:58,MOH0273,PC-6699,Connect
{C2L3-A5OM21WZ-2785YFQY},07/31/2010 14:14:05,MOH0273,PC-6699,Disconnect
{Q9X0-D2PF26NU-9784UKDX},07/31/2010 14:20:11,MOH0273,PC-6699,Connect
{V3R9-D5IZ21IL-6510ANPH},07/31/2010 14:43:11,MOH0273,PC-6699,Disconnect
{K1U3-U4DP95KU-8259SNVD},07/31/2010 15:51:35,MOH0273,PC-6699,Connect
{E9N9-W3UM15AL-8189OAPV},07/31/2010 15:51:50,MOH0273,PC-6699,Disconnect
{A1P8-Y8XC39OB-9150ILDJ},07/31/2010 16:40:18,MOH0273,PC-6699,Connect
{B2Z2-D9AH82MM-2285XGYD},07/31/2010 17:10:15,MOH0273,PC-6699,Disconnect
{K2N6-B4GU55KL-3351ZPQN},08/02/2010 08:09:10,MOH0273,PC-6699,Connect
{U9B0-V6GD00ER-5868APQS},08/02/2010 08:33:15,MOH0273,PC-6699,Disconnect
{B7U1-D5TU53YJ-8906FKOS},08/02/2010 09:11:56,MOH0273,PC-6699,Connect
{D6S3-C5OG00NJ-5370AJNJ},08/02/2010 09:24:14,MOH0273,PC-6699,Disconnect
{N6Y0-Y7VB98KF-7458QQAT},08/02/2010 10:59:20,MOH0273,PC-6699,Connect
{X1Y6-Y5LG06IS-8512HVVP},08/02/2010 11:02:13,MOH0273,PC-6699,Disconnect
{S8L8-L1YP73QO-0265LBJT},08/02/2010 11:11:51,MOH0273,PC-6699,Connect
{E0F2-J7UJ72DA-8341JZYS},08/02/2010 11:44:09,MOH0273,PC-6699,Disconnect
{V5U6-S3CD24DT-4466RHXQ},08/02/2010 11:56:29,MOH0273,PC-6699,Connect
{N3M4-M1EM60GW-5873YJOH},08/02/2010 12:23:18,MOH0273,PC-6699,Disconnect
{K5D4-P3HB75ID-6057MIFP},08/02/2010 13:40:39,MOH0273,PC-6699,Connect
{L9N9-P5VC32UE-5535PSPP},08/02/2010 13:52:57,MOH0273,PC-6699,Disconnect
{B2V1-T5HI97GS-3476JOQI},08/02/2010 14:01:58,MOH0273,PC-6699,Connect
{P6Y6-T9IE64DC-8031CVDA},08/02/2010 14:35:24,MOH0273,PC-6699,Disconnect
{Y1D2-F3KO22AJ-4522MNAU},08/02/2010 16:35:30,MOH0273,PC-6699,Connect
{S0H2-B2HH79BX-0125TKWC},08/02/2010 16:54:00,MOH0273,PC-6699,Disconnect
{T7F4-M9EH75KP-5168YLSW},08/03/2010 07:54:36,MOH0273,PC-6699,Connect
{B7G1-R3HV49WB-3194MHBI},08/03/2010 08:25:43,MOH0273,PC-6699,Disconnect
{Z2S9-Y0LR16YM-6848JHKH},08/03/2010 08:39:36,MOH0273,PC-6699,Connect
{L5U1-L4AM88LJ-9635HQQJ},08/03/2010 08:45:43,MOH0273,PC-6699,Disconnect
{T3B1-O1PJ79PM-2182FTHE},08/03/2010 10:13:25,MOH0273,PC-6699,Connect
{R6Z0-Y8EH14ZP-6356POYQ},08/03/2010 12:47:37,MOH0273,PC-6699,Disconnect
{X2X8-S8RA46AX-1293MTRB},08/03/2010 13:10:33,MOH0273,PC-6699,Connect
{M4A8-J3AW96EX-5184RNYX},08/03/2010 13:19:51,MOH0273,PC-6699,Disconnect
{X7I3-I2TV49DO-2778LMYB},08/03/2010 13:44:58,MOH0273,PC-6699,Connect
{V9U6-G8DY64AJ-2112IOBK},08/03/2010 14:06:08,MOH0273,PC-6699,Disconnect
{X5J6-Y6VN80LI-0424UETR},08/03/2010 14:41:20,MOH0273,PC-6699,Connect
{V6S6-T8BC25WV-9057CYKL},08/03/2010 15:09:27,MOH0273,PC-6699,Disconnect
{G4L6-J9PZ68HY-7202BFOG},08/03/2010 16:27:18,MOH0273,PC-6699,Connect
{A3Q1-V0OP04YL-4573STHG},08/03/2010 16:30:46,MOH0273,PC-6699,Disconnect
{T2L2-L0AN74JE-5890HMDD},08/04/2010 07:44:37,MOH0273,PC-6699,Connect
{V5E2-W8OT08LR-5483MFSR},08/04/2010 07:56:36,MOH0273,PC-6699,Disconnect
{F3B5-C7DE36OY-7808ZHHR},08/04/2010 08:30:38,MOH0273,PC-6699,Connect
{H2T2-U9IP67KT-8289PUBA},08/04/2010 09:00:17,MOH0273,PC-6699,Disconnect
{L0V6-U4RG38CW-0186FSLX},08/04/2010 10:14:16,MOH0273,PC-6699,Connect
{N5E5-S2CQ40XR-7360MRMU},08/04/2010 10:46:04,MOH0273,PC-6699,Disconnect
{J9A2-V5WD47MX-0042NEHR},08/04/2010 11:56:33,MOH0273,PC-6699,Connect
{L4P5-W1CV72VG-5592YUUL},08/04/2010 12:12:54,MOH0273,PC-6699,Disconnect
{K9X4-F2KC82XN-1342IARE},08/04/2010 15:23:27,MOH0273,PC-6699,Connect
{W2E8-J7RH53GO-5920XSFJ},08/04/2010 15:23:28,MOH0273,PC-6699,Disconnect
{C2L8-J4JB94XT-3473VNSO},08/05/2010 07:49:52,MOH0273,PC-6699,Connect
{F2F1-L1LR66XN-9944HHZB},08/05/2010 08:07:11,MOH0273,PC-6699,Disconnect
{E1D9-I1KL82ZA-7678JUNA},08/05/2010 08:34:49,MOH0273,PC-6699,Connect
{Q0K6-V9CN62CW-5913NGLA},08/05/2010 08:38:21,MOH0273,PC-6699,Disconnect
{Z6S1-X3VQ82GP-6525OBIV},08/05/2010 10:20:14,MOH0273,PC-6699,Connect
{H1A5-R7HJ80FC-1597SVYJ},08/05/2010 10:24:18,MOH0273,PC-6699,Disconnect
{R9F6-I6PK47RP-2749STGA},08/05/2010 11:13:15,MOH0273,PC-6699,Connect
{H3J3-M9MV12FV-3326TGGF},08/05/2010 11:16:04,MOH0273,PC-6699,Disconnect
{X2A4-U9EB68AM-3277GMGI},08/05/2010 13:04:13,MOH0273,PC-6699,Connect
{B0C5-X2ZA84SS-3619XRSE},08/05/2010 13:11:01,MOH0273,PC-6699,Disconnect
{F8K4-T1JO38BD-3552ZIYQ},08/05/2010 13:51:55,MOH0273,PC-6699,Connect
{R7A3-Y9CG59VA-0723ROQI},08/05/2010 14:22:10,MOH0273,PC-6699,Disconnect
{R9L5-V4NN38UG-9893KPPE},08/05/2010 15:11:53,MOH0273,PC-6699,Connect
{H8V0-Q2MJ74ES-5727GSNI},08/05/2010 15:12:34,MOH0273,PC-6699,Disconnect
{Z9U4-A0JX04AT-1552URWB},08/05/2010 16:08:52,MOH0273,PC-6699,Connect
{K9H8-K0XA96HS-7246CSOL},08/05/2010 16:47:35,MOH0273,PC-6699,Disconnect
{T1L9-O2GL19FL-2572QCHQ},08/06/2010 07:15:04,MOH0273,PC-6699,Connect
{U9Z3-W3NU11XC-8508TROI},08/06/2010 07:18:57,MOH0273,PC-6699,Disconnect
{O9Z0-O9HU83IU-1626ZQHW},08/06/2010 07:37:47,MOH0273,PC-6699,Connect
{H4Q0-Q5ZC94YL-3694DXPL},08/06/2010 07:39:45,MOH0273,PC-6699,Disconnect
{B8H7-Z4OR55BD-9788DDKN},08/06/2010 08:15:40,MOH0273,PC-6699,Connect
{B4A0-G9KA76BJ-4206KNIJ},08/06/2010 08:18:18,MOH0273,PC-6699,Disconnect
{I7D6-A0VO19HG-3863NNIB},08/06/2010 08:59:33,MOH0273,PC-6699,Connect
{G5J4-T9WW48PS-4082BJIH},08/06/2010 09:00:06,MOH0273,PC-6699,Disconnect
{H1N3-W2UC96OY-8137ONRY},08/06/2010 09:06:36,MOH0273,PC-6699,Connect
{H8S5-Z5IY62TD-6753TVBO},08/06/2010 09:08:45,MOH0273,PC-6699,Disconnect
{K1D5-H4LI23OG-3291VQCR},08/06/2010 09:41:20,MOH0273,PC-6699,Connect
{S8R6-J4MK07DV-9247SBUZ},08/06/2010 09:49:58,MOH0273,PC-6699,Disconnect
{U0D9-H7DE04CF-6013RTVN},08/06/2010 10:36:22,MOH0273,PC-6699,Connect
{M9Q9-K9CQ29BP-5240JZKN},08/06/2010 10:41:40,MOH0273,PC-6699,Disconnect
{J2V9-D7RE80UE-3104KSXX},08/06/2010 10:43:13,MOH0273,PC-6699,Connect
{U7W3-O2ZU64KC-6073JDLW},08/06/2010 11:01:04,MOH0273,PC-6699,Disconnect
{O1S5-J5DZ12ZL-6950ZUBA},08/06/2010 12:18:51,MOH0273,PC-6699,Connect
{L4P1-V1BZ82IS-9237NJOV},08/06/2010 12:33:19,MOH0273,PC-6699,Disconnect
{L6A6-R9SJ26BS-9974BZFE},08/08/2010 09:34:22,MOH0273,PC-6699,Connect
{S0K1-H7YW85ND-9903ZNFZ},08/08/2010 09:34:48,MOH0273,PC-6699,Disconnect
{Y5I3-Y9UZ57WR-5970ISWF},08/08/2010 09:35:44,MOH0273,PC-6699,Connect
{E3E8-O1PS52IA-9355FBVQ},08/08/2010 09:41:28,MOH0273,PC-6699,Disconnect
{C0X5-R7FI46MR-8009AIWE},08/08/2010 09:41:35,MOH0273,PC-6699,Connect
{Q9V9-D7US40ME-7300AEFA},08/08/2010 09:43:58,MOH0273,PC-6699,Disconnect
{B8O0-B8VF69ZY-1875VCXM},08/08/2010 09:46:22,MOH0273,PC-6699,Connect
{D6A0-D2SG54DG-0686EKGY},08/08/2010 09:48:39,MOH0273,PC-6699,Disconnect
{T2U1-J1ZW25CG-6451FSGV},08/08/2010 09:48:47,MOH0273,PC-6699,Connect
{I9E9-Y0QG05LN-4198ACFF},08/08/2010 09:49:18,MOH0273,PC-6699,Disconnect
{S4V1-D3ZH55ER-3604CCEC},08/08/2010 09:50:38,MOH0273,PC-6699,Connect
{A5Q5-A5IG45AT-1833MSHV},08/08/2010 09:52:22,MOH0273,PC-6699,Disconnect
{Z1N4-N5AZ69LI-1787MIMN},08/08/2010 09:56:25,MOH0273,PC-6699,Connect
{U0T5-J5FA04ZK-6107KJWP},08/08/2010 09:57:28,MOH0273,PC-6699,Disconnect
{C3J3-N3WR08FT-1228XYXU},08/08/2010 09:58:21,MOH0273,PC-6699,Connect
{C2P7-J7WS15PL-3825FBSN},08/08/2010 09:58:46,MOH0273,PC-6699,Disconnect
{B0Z6-G2KU95GH-2289UAXV},08/09/2010 07:37:36,MOH0273,PC-6699,Connect
{R6W4-Y0WP71MU-3867XNTC},08/09/2010 07:57:55,MOH0273,PC-6699,Disconnect
{J8V0-X2SI91TL-3900RIJL},08/09/2010 09:05:27,MOH0273,PC-6699,Connect
{K8A0-R4NM74FK-5095RCSV},08/09/2010 09:12:38,MOH0273,PC-6699,Disconnect
{G9C6-H3QU42GT-0221YFKN},08/09/2010 09:57:33,MOH0273,PC-6699,Connect
{A1K9-O3ZO10VZ-4095NSTY},08/09/2010 10:48:44,MOH0273,PC-6699,Disconnect
{T2E1-A1LY39HY-9289HYBR},08/09/2010 12:13:26,MOH0273,PC-6699,Connect
{S8L1-F7XD27PA-4269UTTY},08/09/2010 12:25:36,MOH0273,PC-6699,Disconnect
{H2R1-Y3SX11VK-8647CJQY},08/09/2010 13:17:09,MOH0273,PC-6699,Connect
{K5F4-X0XT40NI-8264AYMN},08/09/2010 13:52:58,MOH0273,PC-6699,Disconnect
{G4E1-K0BW13QJ-5898FWXV},08/09/2010 14:19:16,MOH0273,PC-6699,Connect
{M2A1-R1TU84RD-4674ZKPF},08/09/2010 14:23:39,MOH0273,PC-6699,Disconnect
{J5G6-E7VA61RH-8870LMXF},08/09/2010 16:10:54,MOH0273,PC-6699,Connect
{Y5E9-T2FP31RX-3845TKAD},08/09/2010 16:34:19,MOH0273,PC-6699,Disconnect
{V2V0-T7NS35IL-4093NRAW},08/10/2010 07:33:49,MOH0273,PC-6699,Connect
{U2K5-W1TX99ZB-9117GOIY},08/10/2010 07:43:24,MOH0273,PC-6699,Disconnect
{D1W4-S1XE12YR-7165MLTV},08/10/2010 08:27:49,MOH0273,PC-6699,Connect
{B4P8-H8EQ84VJ-8122FZTM},08/10/2010 08:37:42,MOH0273,PC-6699,Disconnect
{S0B9-V8BH63JY-4639UVPS},08/10/2010 09:12:46,MOH0273,PC-6699,Connect
{B6E7-C5PH83ZS-6773PTIY},08/10/2010 09:17:07,MOH0273,PC-6699,Disconnect
{Y6U4-P3RN58WU-4490ZDXI},08/10/2010 10:01:20,MOH0273,PC-6699,Connect
{V6H7-H5HU03SS-8537GCLA},08/10/2010 10:27:14,MOH0273,PC-6699,Disconnect
{R3X1-F5PX41TS-0786NAXL},08/10/2010 11:00:55,MOH0273,PC-6699,Connect
{D3V4-M6TO81JI-7422XTML},08/10/2010 11:08:52,MOH0273,PC-6699,Disconnect
{A6Y2-H9GM85BL-6558QFEF},08/10/2010 12:52:07,MOH0273,PC-6699,Connect
{Q8A8-I6QH24FT-0408CVWO},08/10/2010 12:57:21,MOH0273,PC-6699,Disconnect
{T2Q2-B4UU46CH-8742GKVO},08/10/2010 14:18:30,MOH0273,PC-6699,Connect
{A5O6-Q0BS99VF-1646IWEH},08/10/2010 14:40:46,MOH0273,PC-6699,Disconnect
{Y3A7-G2MT97EB-0536FPRD},08/10/2010 16:01:44,MOH0273,PC-6699,Connect
{L8P3-W9VI27YT-0561SYCN},08/10/2010 16:07:45,MOH0273,PC-6699,Disconnect
{W5Q3-V8JL28MC-5149RTMY},08/11/2010 07:21:31,MOH0273,PC-6699,Connect
{F8H0-B4BX30RG-2279XKAR},08/11/2010 07:33:04,MOH0273,PC-6699,Disconnect
{C5M3-M2OB81ST-4493ICLP},08/11/2010 09:00:10,MOH0273,PC-6699,Connect
{W5M2-Z3QI48YF-5650BGKX},08/11/2010 09:33:55,MOH0273,PC-6699,Disconnect
{X1C0-X4TY00RP-0373NDOH},08/11/2010 10:50:03,MOH0273,PC-6699,Connect
{N0E7-Q8LP59OC-7886IZOG},08/11/2010 11:03:01,MOH0273,PC-6699,Disconnect
{W4Q8-B9MV03BB-2534SNNR},08/11/2010 12:46:50,MOH0273,PC-6699,Connect
{R3Q1-Y6HW15RW-1467YQNQ},08/11/2010 12:55:09,MOH0273,PC-6699,Disconnect
{A8T1-Y5KW14NK-6641KCYM},08/11/2010 13:48:03,MOH0273,PC-6699,Connect
{G3V3-A1DP76WX-7315QMIF},08/11/2010 13:53:51,MOH0273,PC-6699,Disconnect
{L9O2-N3GP42LU-4815VYXP},08/11/2010 15:50:00,MOH0273,PC-6699,Connect
{E8S4-C4DV32WF-0030TGDD},08/11/2010 15:50:47,MOH0273,PC-6699,Disconnect
{F2X9-T1LN70ZI-3885KHCR},08/11/2010 16:20:22,MOH0273,PC-6699,Connect
{Y9L2-A0YP94IK-0212WQXQ},08/11/2010 16:30:03,MOH0273,PC-6699,Disconnect
{Z3V8-J7UQ27YX-2058DKRZ},08/11/2010 16:47:45,MOH0273,PC-6699,Connect
{K9B4-R8SF74EU-2599SVAX},08/11/2010 16:56:14,MOH0273,PC-6699,Disconnect
{O1Q7-S4YJ74VT-8163TLOD},08/12/2010 09:59:00,MOH0273,PC-6699,Connect
{N6R3-J9BC88LD-7524QHOU},08/12/2010 10:01:47,MOH0273,PC-6699,Disconnect
{C0H7-M1QK18ZO-3828JBNI},08/12/2010 10:06:42,MOH0273,PC-6699,Connect
{I7D7-W2OW04XD-6574HPTI},08/12/2010 10:25:31,MOH0273,PC-6699,Disconnect
{K5S4-G6OQ29XE-2501KDAT},08/12/2010 10:44:34,MOH0273,PC-6699,Connect
{G3M9-A5DC82RH-4802RWNU},08/12/2010 10:50:11,MOH0273,PC-6699,Disconnect
{U7E9-A0NO79LH-3712BHXG},08/12/2010 10:56:28,MOH0273,PC-6699,Connect
{T0A8-M4UO61BC-6227QGRJ},08/12/2010 11:03:47,MOH0273,PC-6699,Disconnect
{S8Y3-C6VV11JQ-5742XRMH},08/12/2010 13:30:30,MOH0273,PC-6699,Connect
{U1V8-J0VY45AC-7120ESGV},08/12/2010 13:33:51,MOH0273,PC-6699,Disconnect
{X9S4-I9RB98KB-4850OCKY},08/12/2010 13:47:08,MOH0273,PC-6699,Connect
{S6A4-X5XD10JW-1709LEVA},08/12/2010 13:55:08,MOH0273,PC-6699,Disconnect
{C9A5-H9YN88NE-6451DDQU},08/12/2010 14:15:18,MOH0273,PC-6699,Connect
{J2S4-O5XX03JK-0732KDON},08/12/2010 14:20:14,MOH0273,PC-6699,Disconnect
{G7N9-G4DF98IA-4715VTSC},08/12/2010 14:28:06,MOH0273,PC-6699,Connect
{H0M2-L4ZG32WA-1726UMUO},08/12/2010 14:28:53,MOH0273,PC-6699,Disconnect
{M4C1-S6OU96OG-0814BJIR},08/12/2010 16:31:06,MOH0273,PC-6699,Connect
{E0D6-H2JG40ML-6735OLQZ},08/12/2010 16:57:57,MOH0273,PC-6699,Disconnect
{Q9K8-A0LL88IM-3758SRQW},08/13/2010 07:18:13,MOH0273,PC-6699,Connect
{C0I4-R6ES57MY-7414WLRX},08/13/2010 07:26:08,MOH0273,PC-6699,Disconnect
{O0Q0-C8WX38IL-9153UFWS},08/13/2010 07:44:33,MOH0273,PC-6699,Connect
{W4O2-L8JK63JZ-0618SEZQ},08/13/2010 07:59:35,MOH0273,PC-6699,Disconnect
{F7D6-U8RE04CB-0917YNGA},08/13/2010 08:44:11,MOH0273,PC-6699,Connect
{Q8B6-S3ES50LC-6015OHPP},08/13/2010 09:23:10,MOH0273,PC-6699,Disconnect
{U0E9-H3SO62CT-4997HQZF},08/13/2010 09:37:12,MOH0273,PC-6699,Connect
{A2R8-F6KC10WA-1262KPTN},08/13/2010 09:40:41,MOH0273,PC-6699,Disconnect
{Q1P8-G7LK89ZB-2820SDRZ},08/13/2010 12:29:22,MOH0273,PC-6699,Connect
{B8O6-R6LL00EM-1973UZWH},08/13/2010 12:43:28,MOH0273,PC-6699,Disconnect
{D8M6-A4EW28XE-2145POLJ},08/13/2010 14:59:48,MOH0273,PC-6699,Connect
{Q0V2-C4CT08DE-0813PQEF},08/13/2010 15:22:47,MOH0273,PC-6699,Disconnect
{L9N2-E8QH29MW-6264VXQV},08/13/2010 15:39:34,MOH0273,PC-6699,Connect
{S2Q7-N9PZ61LP-5137YWDM},08/13/2010 15:48:42,MOH0273,PC-6699,Disconnect
{Z3V1-T5IX30OH-5352NENA},08/13/2010 16:03:49,MOH0273,PC-6699,Connect
{Q8A7-N2QB66AX-6382ADKP},08/13/2010 16:34:28,MOH0273,PC-6699,Disconnect
{V8P7-O0VS43BY-0036AITH},08/14/2010 08:51:35,MOH0273,PC-6699,Connect
{W6R2-G5HQ46SI-7504UEPU},08/14/2010 08:56:21,MOH0273,PC-6699,Disconnect
{F7R5-C6MC07XH-1431JWAG},08/14/2010 09:05:29,MOH0273,PC-6699,Connect
{H9S6-W9YO64ME-6673JOXM},08/14/2010 09:50:49,MOH0273,PC-6699,Disconnect
{E1W0-A2SL95UW-8041CJPT},08/14/2010 10:12:29,MOH0273,PC-6699,Connect
{F1X1-M8GM03WL-4242DEED},08/14/2010 10:19:26,MOH0273,PC-6699,Disconnect
{J2N6-F3HT38ZM-9606VBSO},08/14/2010 12:22:57,MOH0273,PC-6699,Connect
{S6M2-I7SP35OS-8924NACL},08/14/2010 12:52:34,MOH0273,PC-6699,Disconnect
{W0U3-M0MH42ZV-3662SGMA},08/14/2010 13:00:35,MOH0273,PC-6699,Connect
{M2M5-W3LK48GC-2058TOMS},08/14/2010 13:03:51,MOH0273,PC-6699,Disconnect
{G0B4-H4WI16EX-2321CTAL},08/14/2010 13:06:13,MOH0273,PC-6699,Connect
{X1X1-R6YE57YX-7969XXEE},08/14/2010 13:10:59,MOH0273,PC-6699,Disconnect
{V3W5-P2QC19BR-1644BKIP},08/14/2010 13:48:13,MOH0273,PC-6699,Connect
{I8C4-L1UQ96YH-1994EUPU},08/14/2010 14:25:18,MOH0273,PC-6699,Disconnect
{K0C1-J6EH75ZU-7574XPPC},08/14/2010 15:55:47,MOH0273,PC-6699,Connect
{G5A0-U5YZ88EM-5075DMOQ},08/14/2010 16:00:47,MOH0273,PC-6699,Disconnect
{G2G2-Y0NT32IG-6942DGGW},08/15/2010 07:21:13,MOH0273,PC-6699,Connect
{Q5H0-Q6IH99NM-4689BIMW},08/15/2010 07:21:41,MOH0273,PC-6699,Disconnect
{Y7V0-J9GQ54SI-3840NNKJ},08/15/2010 08:22:33,MOH0273,PC-6699,Connect
{K4K9-F8IB86KS-5307RDIE},08/15/2010 08:49:53,MOH0273,PC-6699,Disconnect
{Q1J3-D7GD26TB-0281NZTN},08/15/2010 09:53:07,MOH0273,PC-6699,Connect
{T0P6-O9JQ97OF-8437NXUW},08/15/2010 09:58:57,MOH0273,PC-6699,Disconnect
{M5S4-K5ZS28TE-7363DJQO},08/15/2010 10:38:56,MOH0273,PC-6699,Connect
{P4Y6-M1XD19PD-5220BLTA},08/15/2010 11:21:34,MOH0273,PC-6699,Disconnect
{R2E8-G2DP57DH-8821SHPC},08/15/2010 12:59:55,MOH0273,PC-6699,Connect
{T2K3-U4SI39OM-8630WOOR},08/15/2010 13:05:11,MOH0273,PC-6699,Disconnect
{V8N7-Z7XT09IU-6714CYFF},08/15/2010 13:55:30,MOH0273,PC-6699,Connect
{J3Q5-W4XA87SM-4162XEQD},08/15/2010 14:04:56,MOH0273,PC-6699,Disconnect
{R3I4-T4OY44LS-1302PBEZ},08/15/2010 14:39:43,MOH0273,PC-6699,Connect
{T6R2-O2MR70FN-7803DPMQ},08/15/2010 14:44:49,MOH0273,PC-6699,Disconnect
{J6P9-M3ZZ47RZ-3526LVPE},08/15/2010 15:57:50,MOH0273,PC-6699,Connect
{D8M4-S9FS31UC-8587ZHRI},08/15/2010 16:04:09,MOH0273,PC-6699,Disconnect
{W2U4-T3IJ22XL-2301JKUQ},08/15/2010 17:02:16,MOH0273,PC-6699,Connect
{J2Z3-Q6PW15RE-5017OEHB},08/15/2010 17:07:27,MOH0273,PC-6699,Disconnect
{S9S9-M9OA14PO-2883FCDS},08/16/2010 09:22:30,MOH0273,PC-6699,Connect
{R1M7-Y8WE95IG-7679TQYZ},08/16/2010 09:25:11,MOH0273,PC-6699,Disconnect
{F8E0-V8IV21FZ-2141RNWE},08/16/2010 09:37:48,MOH0273,PC-6699,Connect
{Y2B3-U1RY88YH-0338QADT},08/16/2010 11:17:30,MOH0273,PC-6699,Disconnect
{M2L7-G2HV81PA-3779LDFT},08/16/2010 11:29:27,MOH0273,PC-6699,Connect
{Y6O0-X0XE48LB-5651QNZA},08/16/2010 11:55:33,MOH0273,PC-6699,Disconnect
{G5O6-H1XU11NZ-3549PISM},08/16/2010 11:57:53,MOH0273,PC-6699,Connect
{W8Y0-Y1QE33DM-4523NRUQ},08/16/2010 12:33:25,MOH0273,PC-6699,Disconnect
{J8Y5-A1CN10CC-1776GQFZ},08/16/2010 13:05:44,MOH0273,PC-6699,Connect
{K5P5-H4IR61SN-4966QCMN},08/16/2010 13:10:00,MOH0273,PC-6699,Disconnect
{P6R7-O3DO45MT-4326HYJI},08/16/2010 13:36:27,MOH0273,PC-6699,Connect
{D1I5-P8HZ93CE-1947MUIU},08/16/2010 13:50:53,MOH0273,PC-6699,Disconnect
{I0K2-D3IH63EZ-8138MSXL},08/16/2010 13:51:58,MOH0273,PC-6699,Connect
{B5C7-U6RX72JH-9716JQAW},08/16/2010 14:19:27,MOH0273,PC-6699,Disconnect
{K7W2-L5CK22OA-2801HVPV},08/16/2010 14:28:57,MOH0273,PC-6699,Connect
{H9B3-Z5GZ86HS-2124UJUC},08/16/2010 16:23:58,MOH0273,PC-6699,Disconnect
{N4N2-K0LX22KG-0617LRSL},08/17/2010 07:49:18,MOH0273,PC-6699,Connect
{U6C9-K7SJ56MR-8190LZFT},08/17/2010 07:54:17,MOH0273,PC-6699,Disconnect
{W4X7-X1WW91AQ-1522ASAA},08/17/2010 07:54:35,MOH0273,PC-6699,Connect
{N4G8-N9FF46OR-8891BDGE},08/17/2010 08:09:45,MOH0273,PC-6699,Disconnect
{R5D7-Y3IE52PS-6184CASS},08/17/2010 08:09:52,MOH0273,PC-6699,Connect
{G3C2-T3BH04OG-7083AETZ},08/17/2010 08:17:58,MOH0273,PC-6699,Disconnect
{V4Y9-O0EI91KH-5304DZCB},08/17/2010 13:13:53,MOH0273,PC-6699,Connect
{Z6M6-R1WP73MU-9752OMAR},08/17/2010 13:17:38,MOH0273,PC-6699,Disconnect
{S9I7-B1IQ42WR-8555VYTK},08/17/2010 13:19:31,MOH0273,PC-6699,Connect
{C3N4-T6XB00EZ-1464LNDD},08/17/2010 13:41:30,MOH0273,PC-6699,Disconnect
{Z7F5-Q7BH16BP-3038RQCJ},08/17/2010 13:53:55,MOH0273,PC-6699,Connect
{U6G1-O8CW74TB-2442KDMH},08/17/2010 14:01:33,MOH0273,PC-6699,Disconnect
{R1R1-P8ZB20AQ-9192YJUC},08/17/2010 14:11:11,MOH0273,PC-6699,Connect
{N5I3-I5UR59RX-5605KYFO},08/17/2010 14:20:01,MOH0273,PC-6699,Disconnect
{H3P8-X2AI04OL-9391QCCM},08/17/2010 14:53:34,MOH0273,PC-6699,Connect
{P2B5-E8XM45AT-5177ZWTF},08/17/2010 14:56:55,MOH0273,PC-6699,Disconnect
{F4R1-U7QX17SN-8766RYWY},08/17/2010 15:05:22,MOH0273,PC-6699,Connect
{W4B3-Y3SG58YD-9272TRKY},08/17/2010 15:07:04,MOH0273,PC-6699,Disconnect
{D9A6-Y4AP02DJ-2883HXTR},08/17/2010 15:45:28,MOH0273,PC-6699,Connect
{J8F3-E6DE92ND-8055JICJ},08/17/2010 16:15:48,MOH0273,PC-6699,Disconnect
{A4V5-R7GB71ZG-2748GZVB},08/18/2010 09:05:17,MOH0273,PC-6699,Connect
{K3K8-J6AL97RU-2467IFNY},08/18/2010 09:16:26,MOH0273,PC-6699,Disconnect
{S2N1-C2VW05EC-9963ZFRM},08/18/2010 09:35:01,MOH0273,PC-6699,Connect
{E1K1-M9GR85UO-7702DJJB},08/18/2010 09:35:27,MOH0273,PC-6699,Disconnect
{G8V3-D2OU20JA-9791MWIT},08/18/2010 13:32:24,MOH0273,PC-6699,Connect
{Q1S4-O1OE54HY-1808WEEJ},08/18/2010 14:06:24,MOH0273,PC-6699,Disconnect
{J7V1-X1ZB40XD-1787ONDO},08/18/2010 14:16:11,MOH0273,PC-6699,Connect
{J5F3-T9DJ38KT-0940TBUE},08/18/2010 14:37:04,MOH0273,PC-6699,Disconnect
{U6L1-C0IC07YZ-2585BXOY},08/18/2010 14:43:54,MOH0273,PC-6699,Connect
{C9B9-P1TF06MC-8021REYD},08/18/2010 16:22:02,MOH0273,PC-6699,Disconnect
